Name,Pos,Active,HoF,All_Star,All_Nba,All_Def,Score_Champ,Assit_Champ,Trb_Champ,MVP,GP,PPG,TRPG,APG,BPG,SPG,3PG,TP,TR,TAST,TBLKS,TSTLS,T3PS,FG%,FT%,3P%,EF%,DRTG,ORTG,VORP,BPM,EFF,Win_Shares
Brandon Armstrong,2,0,0,0,0,0,0,0,0,0,108,2.2,0.6,0.2,0.0,0.2,0.2,239,63,24,4,22,25,35.2,60.0,33.3,39.5,102,80,-1.2,-8.6,4.9,-0.6
Curly Armstrong,2,0,0,0,0,0,0,0,0,0,153,6.8,2.3,2.3,-,-,-,1040,89,358,-,-,-,29.5,69.2,-,-,-,-,-,-,-,7.1
Darrell Armstrong,1,0,0,0,0,0,0,0,0,0,840,9.2,2.7,4.0,0.1,1.3,1.1,7712,2269,3394,98,1133,923,40.9,87.1,33.4,48.0,104,107,20.8,2.1,16.3,49.8
Hilton Armstrong,5,0,0,0,0,0,0,0,0,0,292,3.0,2.6,0.3,0.5,0.3,0.0,880,766,102,142,90,2,50.1,58.2,28.6,50.2,106,98,-0.7,-2.8,9.9,3.9
Tate Armstrong,2,0,0,0,0,0,0,0,0,0,92,3.8,1.0,1.1,0.0,0.4,-,350,88,105,0,33,-,45.4,80.0,-,-,106,92,-0.8,-5.3,9.9,0.3
Jesse Arnelle,4,0,0,0,0,0,0,0,0,0,31,4.7,5.5,0.6,-,-,-,147,170,18,-,-,-,31.7,62.3,-,-,-,-,-,-,12.6,0.0
Jay Arnette,1,0,0,0,0,0,0,0,0,0,114,3.7,1.0,1.2,-,-,-,424,116,139,-,-,-,36.5,76.0,-,-,-,-,-,-,7.7,0.1
Bob Arnzen,3,0,0,0,0,0,0,0,0,0,111,4.0,2.0,0.3,0.1,0.2,0.0,443,217,35,2,3,1,46.5,80.0,20.0,46.6,105,105,-0.1,-4.2,13.6,1.4
Carlos Arroyo,1,0,0,0,0,0,0,0,0,0,569,6.6,1.7,3.1,0.0,0.5,0.2,3770,965,1761,26,290,137,43.8,80.6,33.8,45.9,108,106,-1.1,-2.4,13.4,20.1
Darrell Arthur,4,0,0,0,0,0,0,0,0,0,503,6.5,3.5,0.8,0.6,0.6,0.3,3282,1768,409,307,309,161,44.4,76.5,35.2,47.0,106,101,0.3,-1.9,12.2,12.3
John Arthurs,1,0,0,0,0,0,0,0,0,0,11,3.2,1.3,1.5,-,-,-,35,14,17,-,-,-,34.3,73.3,-,-,-,-,-,-,11.3,0.0
Jamel Artis,2,0,0,0,0,0,0,0,0,0,15,5.1,2.5,1.2,0.2,0.1,0.5,77,38,18,3,2,8,39.2,58.3,27.6,44.3,114,94,-0.3,-5.9,6.9,0.0
Omer Asik,5,0,0,0,0,0,0,0,0,0,471,5.3,7.1,0.6,0.7,0.4,0.0,2479,3362,280,339,167,0,52.8,55.1,0.0,52.8,103,106,1.1,-1.5,13.4,20.9
Vincent Askew,2,0,0,0,0,0,0,0,0,0,467,7.1,2.5,2.2,0.2,0.7,0.2,3311,1176,1017,106,304,76,47.9,75.4,30.0,49.4,108,113,3.6,-0.5,12.6,22.1
Keith Askins,3,0,0,0,0,0,0,0,0,0,486,3.8,2.9,0.8,0.3,0.6,0.6,1852,1428,375,170,278,275,40.1,71.7,35.5,48.3,105,106,4.6,0.3,9.2,14.5
Don Asmonga,1,0,0,0,0,0,0,0,0,0,7,0.7,0.1,0.7,-,-,-,5,1,5,-,-,-,13.3,100.0,-,-,-,-,-,-,-7.5,-0.3
Dick Atha,2,0,0,0,0,0,0,0,0,0,43,3.2,1.5,1.2,-,-,-,137,66,51,-,-,-,39.3,79.5,-,-,-,-,-,-,10.5,0.6
Chucky Atkins,1,0,0,0,0,0,0,0,0,0,696,9.9,1.7,3.4,0.1,0.7,1.3,6863,1186,2396,36,465,934,41.2,77.2,36.4,48.9,109,106,1.0,-1.8,13.1,27.9
Al Attles,1,0,0,0,0,0,0,0,0,0,711,8.9,3.5,3.5,-,-,-,6328,2463,2483,-,-,-,45.1,63.2,-,-,-,-,-,-,11.3,36.5
Chet Aubuchon,1,0,0,0,0,0,0,0,0,0,30,2.2,-,0.7,-,-,-,65,,20,-,-,-,25.3,54.3,-,-,-,-,-,-,-,1.2
Stacey Augmon,3,0,0,0,0,0,0,0,0,0,1001,8.0,3.2,1.6,0.3,1.0,0.0,7990,3216,1561,317,974,12,46.9,72.8,15.2,47.0,106,106,9.8,-0.2,13.7,43.8
D.J. Augustin,1,1,0,0,0,0,0,0,0,0,759,9.7,1.8,3.9,0.0,0.6,1.3,7338,1391,2936,25,451,964,40.8,86.4,37.9,49.1,111,110,1.7,-1.6,14.1,37.2
James Augustine,4,0,0,0,0,0,0,0,0,0,27,1.6,1.2,0.1,0.1,0.2,0.0,42,33,4,2,5,0,51.4,50.0,-,51.4,106,109,0.0,-2.2,11.1,0.3
Isaac Austin,5,0,0,0,0,0,0,0,0,0,432,7.6,4.7,1.2,0.5,0.5,0.0,3285,2030,538,226,214,9,44.6,67.0,17.6,44.8,102,95,-1.0,-2.5,13.0,9.2
Johnny Austin,2,0,0,0,0,0,0,0,0,0,45,7.6,1.6,1.4,-,-,0.0,340,71,62,-,-,0,37.5,73.1,0.0,37.5,-,-,-,-,9.3,0.9
Ken Austin,3,0,0,0,0,0,0,0,0,0,7,1.7,0.4,0.1,0.1,0.1,0.0,12,3,1,1,1,0,46.2,-,-,46.2,110,85,0.0,-6.9,5.6,0.0
Anthony Avent,4,0,0,0,0,0,0,0,0,0,352,5.6,4.5,0.8,0.6,0.5,0.0,1958,1584,278,211,166,0,40.3,68.6,0.0,40.3,108,91,-5.0,-4.9,8.8,0.3
Bird Averitt,2,0,0,0,0,0,0,0,0,0,366,12.1,1.9,2.9,0.2,0.9,0.2,4434,680,1078,55,325,56,40.5,74.3,24.9,41.2,104,93,-4.1,-4.0,12.5,3.9
William Avery,1,0,0,0,0,0,0,0,0,0,142,2.7,0.7,1.4,0.0,0.2,0.3,379,93,199,6,34,40,33.0,71.4,25.5,37.8,107,86,-1.6,-7.2,7.3,-0.9
Dennis Awtrey,5,0,0,0,0,0,0,0,0,0,733,4.8,4.6,2.0,0.3,0.4,0.0,3516,3342,1467,182,186,0,45.9,65.2,-,45.9,100,92,2.2,-1.2,10.5,22.4
Gustavo Ayon,5,0,0,0,0,0,0,0,0,0,135,4.7,4.4,1.3,0.5,0.7,0.0,635,589,173,73,100,0,53.6,50.4,0.0,53.6,102,106,1.8,1.2,14.7,5.1
Jeff Ayres,5,0,0,0,0,0,0,0,0,0,237,2.9,2.7,0.4,0.3,0.2,0.0,690,632,99,66,37,2,55.3,77.6,40.0,55.5,102,111,0.4,-1.4,12.4,6.3
Deandre Ayton,5,1,0,0,0,0,0,0,0,0,35,16.3,10.9,2.3,1.0,0.6,0.0,571,381,80,35,21,0,59.9,77.0,0.0,59.9,110,118,1.0,1.6,21.3,3.3
Kelenna Azubuike,2,0,0,0,0,0,0,0,0,0,208,10.5,4.0,1.1,0.5,0.6,1.0,2178,829,230,103,130,210,45.9,77.0,40.9,51.9,113,112,0.9,-1.3,14.3,9.3
Chris Babb,2,0,0,0,0,0,0,0,0,0,14,1.6,1.2,0.2,0.0,0.4,0.4,22,17,3,0,6,6,26.7,-,22.2,36.7,108,82,-0.1,-4.4,3.7,0.0
Luke Babbitt,3,0,0,0,0,0,0,0,0,0,381,4.8,2.2,0.6,0.2,0.2,1.0,1818,846,224,58,89,394,40.8,74.7,40.2,53.2,110,107,-1.0,-2.8,10.1,7.2
Milos Babic,5,0,0,0,0,0,0,0,0,0,21,1.8,1.0,0.5,0.0,0.1,0.0,37,20,10,1,2,0,37.5,65.0,-,37.5,110,91,-0.1,-6.3,10.9,-0.1
Johnny Bach,3,0,0,0,0,0,0,0,0,0,34,3.5,-,0.7,-,-,-,119,,25,-,-,-,28.6,68.0,-,-,-,-,-,-,-,0.8
Dwayne Bacon,2,1,0,0,0,0,0,0,0,0,70,3.8,2.2,0.7,0.0,0.3,0.3,269,154,52,2,19,21,41.4,81.1,33.9,45.4,111,95,-0.7,-5.2,7.4,0.3
Henry Bacon,2,0,0,0,0,0,0,0,0,0,47,3.5,1.7,0.8,,,0.0,166,82,38,,,2,36.6,60.3,20.0,37.2,-,-,-,-,4.3,-0.1
Jim Baechtold,3,0,0,0,0,0,0,0,0,0,321,9.7,3.1,2.1,-,-,-,3123,1009,685,-,-,-,38.8,78.3,-,-,-,-,-,-,13.1,14.8
Dalibor Bagaric,5,0,0,0,0,0,0,0,0,0,95,2.6,2.5,0.4,0.5,0.3,0.0,251,238,37,43,29,0,36.1,55.9,0.0,36.1,105,80,-1.2,-6.8,7.0,-0.9
John Bagley,1,0,0,0,0,0,0,0,0,0,665,8.7,2.6,6.0,0.1,1.1,0.2,5802,1729,3980,54,755,114,43.7,77.9,24.1,44.8,110,100,0.3,-1.9,13.0,16.6
Marvin Bagley III,4,1,0,0,0,0,0,0,0,0,26,12.7,6.1,0.9,1.0,0.4,0.3,330,159,24,27,11,9,53.6,68.3,34.6,55.6,112,113,0.1,-1.1,18.4,1.4
Carl Bailey,5,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,100.0,-,-,100.0,116,47,0.0,-13.6,-6.8,0.0
Gus Bailey,2,0,0,0,0,0,0,0,0,0,147,2.6,1.7,1.1,0.3,0.4,0.1,389,244,168,43,56,1,40.6,51.0,100.0,40.8,101,95,-0.1,-2.4,11.3,0.8
James Bailey,4,0,0,0,0,0,0,0,0,0,595,8.8,5.0,0.8,0.9,0.5,0.0,5246,2988,488,521,305,1,48.4,70.3,7.7,48.4,105,99,-0.8,-2.3,13.0,16.3
Thurl Bailey,3,0,0,0,0,0,0,0,0,0,928,12.8,5.1,1.4,1.2,0.5,0.0,11834,4718,1298,1086,435,4,47.3,81.2,11.4,47.3,106,104,4.2,-1.3,14.3,45.0
Toby Bailey,2,0,0,0,0,0,0,0,0,0,73,3.3,1.7,0.6,0.1,0.3,0.0,241,126,43,6,22,3,40.7,69.2,20.0,41.4,102,98,-0.3,-4.0,11.0,1.0
Cameron Bairstow,5,0,0,0,0,0,0,0,0,0,36,1.2,1.0,0.2,0.1,0.1,0.0,44,36,7,4,4,1,29.6,84.6,20.0,30.6,105,83,-0.2,-7.7,5.0,-0.1
Jimmie Baker,4,0,0,0,0,0,0,0,0,0,5,1.2,2.8,0.8,0.6,0.0,0.0,6,14,4,3,0,0,20.0,0.0,-,20.0,100,48,-0.1,-10.4,-3.2,-0.2
LaMark Baker,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-,-,0.0,114,0,0.0,-48.9,-46.6,-0.1
Maurice Baker,1,0,0,0,0,0,0,0,0,0,5,0.0,0.4,0.2,0.0,0.2,0.0,0,2,1,0,1,0,0.0,-,-,0.0,109,48,0.0,-5.0,-0.2,0.0
Norm Baker,1,0,0,0,0,0,0,0,0,0,4,0.0,-,0.0,-,-,-,0,,0,-,-,-,0.0,-,-,-,-,-,-,-,-,0.0
Ron Baker,2,1,0,0,0,0,0,0,0,0,94,3.2,1.5,1.8,0.2,0.7,0.4,300,138,168,15,66,35,36.1,70.7,26.9,42.0,112,94,-0.5,-3.6,7.6,0.3
Vin Baker,4,0,0,4,2,0,0,0,0,0,791,15.0,7.4,1.9,1.0,0.7,0.0,11839,5867,1509,798,582,39,48.5,63.8,21.5,48.7,107,104,10.4,-0.4,16.3,47.0
Wade Baldwin,1,1,0,0,0,0,0,0,0,0,51,3.2,1.2,1.5,0.2,0.4,0.2,163,62,74,10,20,9,36.1,76.9,26.5,38.9,108,87,-0.5,-5.4,7.4,-0.3
Renaldo Balkman,4,0,0,0,0,0,0,0,0,0,221,4.0,3.5,0.6,0.5,0.7,0.0,894,769,132,104,164,11,51.0,54.2,17.2,51.8,104,109,2.2,0.9,14.3,7.2
Cedric Ball,4,0,0,0,0,0,0,0,0,0,7,1.1,1.6,0.0,0.3,0.0,0.0,8,11,0,2,0,0,37.5,100.0,-,37.5,104,96,-0.1,-11.7,10.8,0.0
Lonzo Ball,1,1,0,0,0,0,0,0,0,0,86,9.7,6.2,6.2,0.7,1.6,1.6,830,534,537,56,139,137,37.3,47.0,30.6,45.2,106,98,2.2,1.2,12.0,3.0
Greg Ballard,3,0,0,0,0,0,0,0,0,0,802,12.4,6.1,2.2,0.3,1.1,0.1,9953,4858,1733,256,877,93,47.2,78.7,33.8,47.7,104,107,19.3,1.5,15.7,54.0
Herschel Baltimore,4,0,0,0,0,0,0,0,0,0,58,2.4,-,0.3,-,-,-,138,,16,-,-,-,20.2,46.4,-,-,-,-,-,-,-,0.3
Mohamed Bamba,5,1,0,0,0,0,0,0,0,0,32,6.4,4.7,1.1,1.3,0.3,0.6,206,149,35,43,10,18,46.4,55.0,31.0,51.4,106,105,0.3,0.3,15.3,1.0
Gene Banks,4,0,0,0,0,0,0,0,0,0,468,11.3,5.8,2.9,0.2,0.9,0.0,5305,2718,1335,101,436,2,53.9,73.0,4.3,53.9,110,115,13.3,2.0,15.1,31.2
Marcus Banks,1,0,0,0,0,0,0,0,0,0,348,5.9,1.5,2.1,0.2,0.8,0.4,2061,519,728,57,266,125,43.2,76.8,32.7,46.9,107,99,-0.6,-2.4,12.2,6.6
Walker Banks,5,0,0,0,0,0,0,0,0,0,16,2.6,3.1,0.5,-,-,0.0,41,49,8,-,-,0,50.0,41.2,-,50.0,-,-,-,-,6.4,0.2
Ken Bannister,4,0,0,0,0,0,0,0,0,0,253,5.9,3.5,0.4,0.3,0.4,0.0,1501,893,111,80,109,0,48.8,49.2,0.0,48.8,106,90,-3.4,-5.5,8.9,0.6
Mike Bantom,4,0,0,0,0,0,0,0,0,0,706,12.1,6.4,2.3,0.7,0.9,0.0,8568,4517,1623,478,630,3,46.8,69.2,20.0,46.8,102,102,9.4,-0.1,14.3,34.8
John Barber,4,0,0,0,0,0,0,0,0,0,5,1.4,1.2,0.0,-,-,-,7,6,0,-,-,-,25.0,50.0,-,-,-,-,-,-,4.2,0.0
Leandro Barbosa,2,0,0,0,0,0,0,0,0,0,850,10.6,2.0,2.1,0.1,0.8,1.2,9035,1720,1775,121,693,988,45.9,82.1,38.7,52.6,109,108,7.4,-0.4,15.1,37.4
Steve Bardo,2,0,0,0,0,0,0,0,0,0,33,2.2,1.8,1.3,0.1,0.4,0.0,73,60,44,4,12,1,32.9,69.6,10.0,33.5,109,86,-0.2,-4.5,8.1,-0.1
J.J. Barea,2,1,0,0,0,0,0,0,0,0,794,9.0,2.1,3.9,0.0,0.4,1.0,7131,1675,3116,22,322,780,42.5,79.4,35.2,48.6,110,105,2.0,-1.5,14.6,23.5
Andrea Bargnani,5,0,0,0,0,0,0,0,0,0,550,14.3,4.6,1.2,0.9,0.4,1.1,7873,2541,653,470,207,627,43.9,82.4,35.4,48.6,111,103,-0.9,-2.2,14.4,18.9
Cliff Barker,2,0,0,0,0,0,0,0,0,0,149,3.7,1.8,2.0,-,-,-,557,181,294,-,-,-,31.6,66.2,-,-,-,-,-,-,10.8,2.0
Tom Barker,5,0,0,0,0,0,0,0,0,0,98,6.5,5.3,0.8,0.5,0.4,-,639,520,75,52,43,-,42.2,69.2,-,-,101,94,-0.9,-3.8,10.9,1.3
Charles Barkley,4,0,1,11,11,0,0,0,1,1,1073,22.1,11.7,3.9,0.8,1.5,0.5,23757,12546,4215,888,1648,538,54.1,73.5,26.6,55.8,105,119,93.5,7.4,24.6,177.2
Erick Barkley,1,0,0,0,0,0,0,0,0,0,27,2.9,0.8,1.5,0.0,0.7,0.1,77,21,40,1,19,4,35.6,90.0,26.7,37.8,103,90,-0.1,-3.8,9.9,0.2
Don Barksdale,4,0,1,1,0,0,0,0,0,0,262,11.0,8.0,2.1,-,-,-,2895,2088,549,-,-,-,37.0,66.0,-,-,-,-,-,-,15.4,9.1
Harrison Barnes,4,1,0,0,0,0,0,0,0,0,492,13.4,4.9,1.5,0.2,0.7,1.1,6589,2404,747,101,354,560,44.9,78.9,37.3,50.0,108,107,2.8,-1.3,13.4,27.6
Harry Barnes,3,0,0,0,0,0,0,0,0,0,22,2.0,1.2,0.2,-,-,-,43,26,5,-,-,-,28.1,53.8,-,-,-,-,-,-,2.4,-0.4
Jim Barnes,4,0,0,0,0,0,0,0,0,0,454,8.8,6.5,0.8,-,-,-,3997,2939,377,-,-,-,42.9,68.4,-,-,-,-,-,-,12.5,14.2
Marvin Barnes,4,0,0,2,0,0,0,0,0,0,315,16.0,9.1,2.1,1.4,1.2,0.0,5034,2873,651,438,365,3,48.1,69.1,21.4,48.1,102,103,7.0,1.0,18.1,20.6
Matt Barnes,4,0,0,0,0,0,0,0,0,0,929,8.2,4.6,1.8,0.5,0.8,1.1,7589,4281,1691,444,714,982,43.6,74.5,33.5,51.3,106,107,16.7,1.0,12.7,42.8
Dick Barnett,2,0,0,1,0,0,0,0,0,0,971,15.8,2.9,2.8,0.0,0.2,-,15358,2812,2729,0,1,-,45.6,76.1,-,-,99,,-0.1,-8.2,14.7,68.7
Jim Barnett,2,0,0,0,0,0,0,0,0,0,732,11.7,3.1,3.0,0.1,0.6,-,8536,2259,2232,30,131,-,43.5,79.7,-,-,102,,-0.3,-2.2,14.6,33.2
Nathaniel Barnett,1,0,0,0,0,0,0,0,0,0,12,2.3,0.7,0.7,0.1,0.3,0.0,27,8,8,1,3,0,46.2,37.5,0.0,46.2,106,84,-0.1,-6.7,4.9,0.0
John Barnhill,1,0,0,0,0,0,0,0,0,0,589,8.6,2.5,2.9,,-,0.7,5085,1501,1693,,-,107,40.6,65.8,23.6,41.6,-,-,-,-,10.7,12.7
Norton Barnhill,2,0,0,0,0,0,0,0,0,0,4,1.0,0.8,0.3,0.0,0.0,-,4,3,1,0,0,-,33.3,-,-,-,103,,0.0,-7.2,4.7,0.0
Leo Barnhorst,3,0,0,2,0,0,0,0,0,0,344,9.4,5.4,3.2,-,-,-,3232,1506,1116,-,-,-,36.8,66.5,-,-,-,-,-,-,11.4,14.2
John Barr,4,0,0,0,0,0,0,0,0,0,58,5.1,-,0.9,-,-,-,295,,54,-,-,-,28.3,59.5,-,-,-,-,-,-,-,5.0
Mike Barr,2,0,0,0,0,0,0,0,0,0,307,5.9,2.1,2.8,0.2,0.9,0.0,1804,632,861,43,210,9,47.9,75.3,33.3,48.2,106,99,-0.9,-2.8,9.6,6.9
Moe Barr,1,0,0,0,0,0,0,0,0,0,31,2.0,0.6,0.9,-,-,-,61,20,28,-,-,-,40.3,84.6,-,-,-,-,-,-,11.9,0.1
Andre Barrett,1,0,0,0,0,0,0,0,0,0,67,3.3,1.1,2.0,0.0,0.4,0.3,219,71,135,1,29,17,36.9,72.7,24.6,40.5,109,96,-0.5,-4.6,9.6,0.4
Ernie Barrett,2,0,0,0,0,0,0,0,0,0,131,4.9,2.6,1.7,-,-,-,641,343,229,-,-,-,36.9,74.8,-,-,-,-,-,-,9.2,0.8
Mike Barrett,2,0,0,0,0,0,0,0,0,0,187,13.4,3.2,3.9,,,0.5,2500,592,730,,,94,44.0,74.6,31.0,46.1,-,-,-,-,12.4,7.4
Earl Barron,5,0,0,0,0,0,0,0,0,0,140,4.6,3.5,0.5,0.2,0.3,0.0,640,492,63,30,46,3,37.1,70.2,16.7,37.3,108,89,-2.7,-7.4,8.6,-0.6
Dana Barros,1,0,0,1,0,0,0,0,0,0,850,10.5,1.9,3.3,0.1,0.9,1.3,8901,1609,2837,46,740,1090,46.0,85.8,41.1,53.6,110,114,10.6,0.2,16.4,49.6
Brent Barry,2,0,0,0,0,0,0,0,0,0,912,9.3,3.0,3.2,0.3,1.0,1.5,8488,2780,2892,253,955,1395,46.0,82.3,40.5,57.0,105,116,27.2,2.6,15.7,70.5
Drew Barry,1,0,0,0,0,0,0,0,0,0,60,2.2,1.1,1.9,0.0,0.3,0.4,134,67,111,2,19,24,41.7,77.4,38.1,53.4,108,101,-0.4,-4.5,9.8,0.6
Jon Barry,2,0,0,0,0,0,0,0,0,0,821,5.7,1.8,2.2,0.1,0.9,0.8,4715,1513,1784,111,722,657,43.4,84.8,39.2,52.4,104,112,9.8,0.8,14.7,37.2
Rick Barry,3,0,1,12,6,0,1,0,0,0,1020,24.8,6.7,4.9,0.5,2.0,0.6,25279,6863,4952,269,1104,176,45.6,89.3,29.7,46.0,99,105,25.8,3.2,21.0,128.9
Ed Bartels,4,0,0,0,0,0,0,0,0,0,32,4.2,4.9,1.0,-,-,-,135,84,32,-,-,-,25.1,53.8,-,-,-,-,-,-,-,-1.1
Vic Bartolome,5,0,0,0,0,0,0,0,0,0,38,0.9,1.6,0.1,-,-,-,34,60,3,-,-,-,25.4,80.0,-,-,-,-,-,-,4.4,-0.4
Will Barton,2,1,0,0,0,0,0,0,0,0,397,10.5,3.9,2.3,0.4,0.7,1.0,4157,1535,918,156,293,402,43.5,79.1,34.2,49.2,110,107,3.6,-0.4,14.9,15.5
Eddie Basden,3,0,0,0,0,0,0,0,0,0,19,2.1,1.5,0.4,0.1,0.5,0.1,39,28,8,2,9,1,40.5,80.0,14.3,41.9,99,92,0.0,-1.4,10.3,0.2
Jerry Baskerville,3,0,0,0,0,0,0,0,0,0,21,1.2,1.3,0.1,0.2,0.3,-,26,28,3,5,6,-,30.8,62.5,-,-,95,,-0.1,-4.7,8.0,0.0
Brandon Bass,4,0,0,0,0,0,0,0,0,0,758,8.7,4.5,0.8,0.6,0.4,0.0,6575,3448,608,479,295,12,49.9,83.2,20.7,50.0,106,111,3.7,-1.1,15.3,42.8
Tim Bassett,4,0,0,0,0,0,0,0,0,0,473,6.2,6.7,1.2,0.5,0.8,0.0,2933,3148,576,227,358,4,42.3,58.8,28.6,42.4,102,98,1.2,-1.6,10.2,12.9
Maceo Baston,4,0,0,0,0,0,0,0,0,0,105,2.7,1.7,0.2,0.4,0.2,0.0,286,175,26,43,24,3,61.6,74.0,37.5,62.5,105,115,0.1,-1.3,14.4,2.3
Mengke Bateer,5,0,0,0,0,0,0,0,0,0,46,3.4,2.5,0.6,0.1,0.2,0.1,156,114,27,5,11,5,39.1,74.4,33.3,40.7,107,88,-0.5,-5.9,6.4,-0.1
Billy Ray Bates,2,0,0,0,0,0,0,0,0,0,187,11.7,1.7,1.9,0.1,0.8,0.2,2197,313,352,16,151,36,47.4,79.6,30.3,48.3,108,105,0.2,-1.8,18.1,6.9
Keita Bates-Diop,3,1,0,0,0,0,0,0,0,0,2,2.0,1.5,0.0,0.5,0.0,0.0,4,3,0,1,0,0,25.0,-,0.0,25.0,113,55,-0.1,-16.0,-1.1,-0.1
Esteban Batista,4,0,0,0,0,0,0,0,0,0,70,1.7,2.5,0.2,0.2,0.3,0.0,121,174,11,11,18,0,43.8,61.7,0.0,43.8,108,94,-0.6,-6.3,7.9,0.3
Mike Batiste,4,0,0,0,0,0,0,0,0,0,75,6.4,3.4,0.7,0.2,0.6,0.2,481,257,52,16,42,18,42.2,78.4,22.2,44.1,107,96,-0.6,-3.9,12.2,0.8
Tony Battie,4,0,0,0,0,0,0,0,0,0,837,6.1,5.1,0.6,0.9,0.5,0.0,5082,4287,522,713,420,12,48.8,69.0,16.2,49.0,103,106,1.9,-1.6,12.6,36.4
Shane Battier,3,0,0,0,0,2,0,0,0,0,977,8.6,4.2,1.8,0.9,1.0,1.3,8408,4082,1717,906,988,1250,43.7,74.3,38.4,52.9,105,115,37.0,2.9,12.6,75.7
John Battle,2,0,0,0,0,0,0,0,0,0,612,8.7,1.3,2.1,0.1,0.4,0.1,5338,824,1257,43,273,62,46.4,79.3,27.3,47.1,112,108,-3.3,-3.2,13.7,17.9
Kenny Battle,2,0,0,0,0,0,0,0,0,0,134,4.7,2.4,0.8,0.2,0.7,0.0,627,327,106,31,98,4,50.4,72.5,13.3,50.8,109,112,0.9,-0.1,12.5,3.7
Dave Batton,5,0,0,0,0,0,0,0,0,0,58,3.2,2.1,0.6,0.3,0.3,0.0,188,123,32,16,15,0,44.8,47.1,0.0,44.8,101,93,-0.2,-3.0,10.2,0.7
Lloyd Batts,2,0,0,0,0,0,0,0,0,0,58,10.3,3.4,1.8,0.1,1.3,0.7,598,197,106,6,73,42,36.6,61.7,28.6,39.7,107,89,-0.3,-2.8,11.3,-0.5
Nicolas Batum,3,1,0,0,0,0,0,0,0,0,725,11.9,5.3,3.8,0.6,0.9,1.6,8637,3813,2765,463,685,1161,43.5,83.9,35.6,51.7,107,110,25.7,2.4,15.1,51.8
Johnny Baum,3,0,0,0,0,0,0,0,0,0,244,6.1,2.7,0.6,0.3,0.6,0.0,1498,666,141,16,36,0,48.0,75.8,0.0,48.0,109,104,-0.1,-2.5,13.8,5.7
Frankie Baumholtz,1,0,0,0,1,0,0,0,0,0,45,14.0,-,1.2,-,-,-,631,,54,-,-,-,29.8,77.6,-,-,-,-,-,-,-,3.8
Lonny Baxter,4,0,0,0,0,0,0,0,0,0,162,3.9,2.9,0.2,0.4,0.2,0.0,637,477,40,59,37,1,46.6,65.7,20.0,46.7,103,99,-1.5,-5.1,11.6,2.9
Jerryd Bayless,2,1,0,0,0,0,0,0,0,0,555,8.5,2.1,2.8,0.1,0.6,0.9,4714,1175,1561,71,353,473,41.4,82.4,36.7,47.4,109,104,0.5,-1.8,12.4,18.7
Elgin Baylor,3,0,1,11,10,0,0,0,0,0,846,27.4,13.5,4.3,-,-,-,23149,11463,3650,-,-,-,43.1,78.0,-,-,-,-,-,-,22.7,104.2
Howard Bayne,4,0,0,0,0,0,0,0,0,0,69,4.9,6.6,1.0,-,-,0.0,338,456,71,-,-,1,36.0,53.8,14.3,36.1,-,-,-,-,8.2,0.8
Aron Baynes,5,1,0,0,0,0,0,0,0,0,401,5.4,4.4,0.7,0.5,0.2,0.0,2163,1752,280,186,83,16,49.9,80.6,24.6,50.4,104,110,1.0,-1.4,14.1,15.9
Sergei Bazarevich,1,0,0,0,0,0,0,0,0,0,10,3.0,0.7,1.4,0.1,0.1,0.1,30,7,14,1,1,1,50.0,77.8,16.7,52.3,109,109,-0.1,-4.9,13.6,0.2
Kent Bazemore,3,1,0,0,0,0,0,0,0,0,449,8.7,3.0,1.9,0.5,1.0,1.0,3887,1348,853,217,458,461,42.5,72.4,35.6,49.5,105,98,3.2,-0.6,12.5,11.4
Ed Beach,4,0,0,0,0,0,0,0,0,0,12,1.8,2.1,0.3,-,-,-,22,25,3,-,-,-,21.1,66.7,-,-,-,-,-,-,-,-0.3
Bradley Beal,2,1,0,1,0,0,0,0,0,0,441,19.1,3.8,3.5,0.4,1.1,2.1,8406,1685,1540,165,467,943,44.8,79.3,38.8,51.6,109,108,9.9,0.6,16.5,31.1
Al Beard,5,0,0,0,0,0,0,0,0,0,12,2.5,3.8,0.0,-,-,0.0,30,46,0,-,-,0,52.2,54.5,-,52.2,-,-,-,-,6.3,0.3
Butch Beard,1,0,0,1,0,0,0,0,0,0,605,9.3,3.4,3.6,0.1,1.3,-,5622,2042,2189,36,499,-,48.7,77.1,-,-,100,105,8.8,1.6,15.0,32.8
Ralph Beard,1,0,0,1,2,0,0,0,0,0,126,15.9,3.8,4.4,-,-,-,2006,251,551,-,-,-,36.6,77.0,-,-,-,-,-,-,-,11.2
Charles Beasley,2,0,0,0,0,0,0,0,0,0,281,9.4,2.5,3.1,-,-,0.1,2633,704,860,-,-,30,45.6,86.4,23.8,46.3,-,-,-,-,11.9,15.4
Jerome Beasley,4,0,0,0,0,0,0,0,0,0,2,1.0,0.5,0.0,0.0,0.0,0.0,2,1,0,0,0,0,33.3,-,-,33.3,104,72,0.0,-22.4,5.9,0.0
