EFF,PPG,TRPG,APG,BPG,SPG,FG%,FT%,EF%,DRTG,ORTG,VORP,BPM
15,11.8,2.4,3.6,0,0.7,42.5,87.2,46.9,108,109,1.2,-1.1
15,7.6,7,2.6,0.9,0.9,48.8,78.3,48.8,99,102,19.8,2.4
19.3,18.9,9.5,2.9,0.4,1.5,49.7,75.7,50,105,107,8.9,2.1
10.5,6,3.1,1.3,0.5,0.5,37.8,79.7,43.8,111,103,-0.2,-2.2
14.2,9.7,4.6,1.3,0.5,0.8,48.6,68.6,48.8,106,101,1.9,-0.8
19.1,14.6,8.4,1.6,1.2,1.1,48.8,74.1,49,100,106,27.3,1.7
9.8,4.5,2.8,1.1,0.2,0.4,48.1,67.7,48.1,110,100,-0.8,-2.9
11.2,7.3,2.4,1.6,0.2,0.6,43.5,84.6,52.1,109,105,0,-2
4.7,6,3.5,1.5,0,1,41.7,0,50,110,85,-0.1,-5.6
15.2,8.2,5.6,0.9,0.2,0.7,54.8,67,54.8,103,113,1.7,-0.1
17,17.2,8.9,2.2,0.3,1.3,48.7,78.4,48.7,102,103,15.7,0.5
13.1,6,1.2,1.8,0.1,0.5,47.9,86.4,56.4,107,122,5.8,-0.6
14.9,10.3,5.5,1.9,0.7,1.2,46.5,69,46.7,103,107,26.6,1.8
9.6,5.2,3.6,0.4,0.3,0.2,42.6,74.4,43.1,109,98,-3.2,-6.3
6.2,1.4,1.4,0.1,0.1,0.2,40.6,66.7,40.6,103,82,-0.3,-11.2
10.8,7.6,11,1.6,2.2,0.5,41.8,62.3,41.8,103,102,2.3,1.3
10.3,5.2,2.3,0.8,0.2,0.6,42.5,72.1,44.1,109,97,-1,-3.2
10.7,4.5,3.4,1,0.3,0.6,44.3,65.8,45.5,108,98,0.1,-1.8
17.9,12.6,6.3,8.7,0.3,1.9,40,78.5,46.4,102,107,78.2,4.2
11.3,3.6,3.4,0.3,0.3,0.3,59.2,54.7,59.2,109,109,-0.4,-4
13.8,9.1,5.9,1.2,0.7,0.7,47.8,71.1,48,107,108,2.5,-1
3.7,3.2,1.5,0.7,0.1,0.4,33.3,72,33.3,108,74,-0.4,-9.4
22.7,1.5,2,0,0,0,50,50,50,102,122,0,-17.1
13.2,10.3,2.7,1.5,0.1,0.5,41.3,86.2,48.7,113,102,-1.3,-3.6
8.1,5.5,1.5,0.9,0.1,0.4,38.6,72.8,40.8,109,93,-1.1,-5.2
11.2,1.6,0.5,0.5,0,0.4,40.9,100,43.2,104,97,0,-1.8
7,2.9,0.8,1.1,0.1,0.3,36.9,77.8,36.9,111,82,-0.6,-8.3
13.1,12.1,4.2,2.2,0.4,0.8,46.1,79.1,46.6,106,99,1.8,-1.5
19.2,22.5,5.8,3.3,0.3,1,51.8,73,51.9,107,108,27.5,1.7
10.6,6.7,3,1.1,0.3,0.7,42.3,63.3,45.9,109,95,-0.4,-2.7
11.4,2.1,1.2,0.5,0,0.5,35.7,75,37.5,106,93,0,-4.2
12.1,4.5,3.1,0.7,0.2,0.4,50.3,74.4,50.3,107,106,0.1,-1.7
10,4.5,1.8,1.4,0.2,0.4,42.9,69.1,43.9,115,98,-0.8,-5.5
13.1,8.9,6.2,1.6,0.3,0.8,51.4,69.9,51.4,105,108,7,0.5
10.2,1.9,1,0.3,0.1,0.1,39.3,66.2,39.3,108,97,-0.3,-5.8
13.1,7.1,2.1,1.6,0.2,0.6,34.3,82.4,35.7,101,96,0,-3
11.9,6.4,3.3,0.9,0.5,0.4,47.8,70.7,47.9,108,104,-1.9,-3
12.4,4.7,1.3,0.5,0,0.6,45.3,81.7,48.1,110,104,-0.3,-2.9
18.7,11.8,5.5,2.7,1.8,1.4,47.4,75.4,50.2,103,112,42.4,5
8.5,0.8,0.2,0.2,0,0,25,100,25,115,112,0,-7.4
18.5,1.5,1.5,0.2,0.5,0.3,50,75,50,103,146,0,4.4
6.5,2.5,3.8,0.5,0.6,0.3,43.8,48.6,43.8,108,92,-2.8,-3.1
16,14.1,3.9,2.6,0.4,1.6,43.9,78,49.3,104,110,16.9,1.9
13.9,5.6,3.3,0.7,0.9,0.4,47.3,75.8,54.3,108,116,1.2,0.7
10.5,4.8,4.1,0.6,0.3,0.3,45.3,79.4,45.4,108,103,-5.9,-3.6
12.4,8.7,3.6,0.8,0.2,0.4,43.5,76.3,50.2,109,106,-0.9,-2.4
18.2,16.9,5.3,2.3,0.2,1,50.7,82.7,50.9,107,110,17.2,0.9
14.1,15,3.3,4.2,0.2,0.9,41.3,81.2,47.5,111,101,2.1,-1.3
14.9,7.3,2.4,6.1,0.1,1.7,41.2,78.9,41.4,104,102,4.3,-1.1
11.3,6.2,1.3,2.8,0.1,0.4,43.6,73,44.4,111,101,-3,-4.6
15.1,12.9,5.1,1.2,0.7,0.9,51.9,74,51.9,107,108,2.8,-0.5
11.4,3.4,3.1,0.6,0.6,0.4,43.8,69.6,44.4,102,100,0.8,-1.3
10.4,12,4.2,0.9,0.4,0.5,38.1,68.1,45.4,116,97,-0.6,-5.5
5.7,1.5,0.5,1,0,0.2,38.7,61.4,39.7,110,90,-0.7,-6
9.8,4.5,4.9,1,1,0.7,47,59.7,47.3,105,105,8,-0.1
14.2,3.7,2.7,0.7,0.1,0.3,49.3,81.2,49.8,105,116,0.4,-0.7
11,4.5,1.8,0.8,0.1,0.5,39.3,77.3,48.6,108,105,0,-2.3
6.2,1.9,1.1,0.3,0,0.2,36.9,59.6,39.8,110,90,-0.6,-6
14.4,5.4,2.6,1.1,0.6,0.3,39.4,76.5,51.3,110,109,0.3,0.6
5.6,1.1,0.5,0.4,0,0.2,28.3,62.5,31.5,107,84,-0.2,-6.4
12.9,9.9,3,1.8,0.3,0.7,44.4,87.9,57.5,107,113,21.1,0.8
15.5,5.8,5.1,0.5,0.8,0.4,53.5,58.4,53.5,105,111,3.4,-0.8
6.6,2,1.5,0.4,0.6,0,31.8,100,31.8,107,77,-0.1,-8.3
10.8,3.8,2.8,1,0.2,0.4,47.9,73.7,47.9,102,106,1.2,-0.9
13.6,2.2,1.4,0.2,0.2,0.1,67.2,33.3,67.2,109,106,0,-2.2
-1.9,1.2,0.5,0.4,0,0.1,23.4,70,24.5,106,65,-0.3,-13
13.6,10,5.4,0.8,0.7,0.4,49.4,73,49.4,106,106,-1.5,-2.6
12,8.2,4.9,1.2,0.1,0.6,45.7,79.5,45.8,108,106,-0.2,-2.1
-0.5,1.9,1.5,0.5,0.1,0.1,27,66.7,27,109,65,-0.3,-11.6
11.4,3.3,1,2.3,0,0.6,42.7,83.3,42.7,104,99,-0.6,-3.5
17.3,11.6,4.2,3.7,0.3,1,44.7,72.9,49.2,104,108,24.7,2.4
14.6,8.3,7.3,1.4,1.1,0.5,47.6,68.2,47.6,101,98,5.5,-0.2
16.2,10.2,5.4,0.7,0.3,0.3,52.3,70.4,52.3,103,107,2,-1.2
16,9.2,4.1,0.6,0.3,0.6,51.2,90.9,57.1,111,117,0,-1.5
11.8,3.9,2,0.5,0.5,0.4,38.9,80,44.7,113,111,0,-2.3
14.6,16.7,6.1,2,0.5,0.6,46,72.5,53.2,110,106,0.8,-1.1
7.6,0.9,1,0.2,0.1,0.1,52,60,52,102,95,0,-2.5
12.3,6.2,1.8,1,0.2,0.4,42.6,80.9,49.9,114,107,-0.2,-2.8
14.7,8.2,4.6,1,0.6,0.4,47.4,75.4,49.1,111,104,-0.4,-2.7
14.2,10.3,9.7,3.7,1.5,1.3,44.1,73.8,44.1,96,98,29.7,3
7.3,5.8,2.3,1.9,0,0.3,43.1,59.3,43.4,100,98,0,-0.2
12.5,11.6,8.3,2.1,0.1,1.6,38.6,71.2,40,95,81,0.3,-1.4
16.9,12.8,6.7,2.6,0.8,1.1,48,82,48.6,105,108,23.2,1.6
16.1,10.1,6.1,1.1,1.6,0.5,46.6,71.1,51.6,104,111,12.8,1.5
11.5,7.6,5.1,1.5,0.4,0.3,46.2,64,46.2,106,98,-0.6,-2.4
16.1,12.9,9.7,2,0.9,0.7,49.8,83.7,50.7,104,115,34.4,2
14.6,16.4,2.7,3.9,0.1,1.3,41.1,76.8,42.4,108,98,0.3,-1.9
6.3,3.5,1,0.8,0,0.2,38.1,70,45.8,112,95,-1.2,-5.9
15.8,9.7,3.5,1.5,0.3,0.6,44.5,84.1,50.3,107,109,2.7,-0.6
10.4,3.8,3.3,0.6,0.4,0.3,42.8,69.3,42.8,103,96,-0.8,-2.6
11.5,5.1,1.5,0.9,0,0.4,47,84.1,47.4,109,104,-1.2,-3.3
8.5,3.4,2.2,0.3,0.2,0.1,40.7,67.6,41.1,107,88,-1.1,-8.7
8.3,3,5,0,0,1,33.3,50,33.3,103,76,0,-12.1
13.5,4.5,2.1,0.7,0.1,0.2,46.3,69.1,46.3,105,106,-0.2,-3.2
17.5,10.8,4.9,0.7,0.4,0.4,53.5,78.5,53.6,108,116,2.6,-1.1
7.2,2.4,1.1,0,0.1,0.1,37.2,60,47.7,113,90,-0.3,-11.8
12.8,5.6,6.1,0.5,0.2,0.3,48.1,52.2,48.1,104,102,-3.1,-3.7
12.6,5.3,5.8,1.5,0.2,0.6,44.1,37.9,44.2,108,97,0.7,-1.2
11.7,6,4.8,0.6,1.5,0.5,47,74.4,47.1,105,105,3.5,-1.1
8.8,2.3,1.5,0.3,0.3,0.4,45.5,71.9,45.5,103,94,-0.3,-2.8
6.6,1,1,0.2,0.3,0,44.4,60,44.4,112,107,0,-4
12.2,5.4,1.3,1.3,0.1,0.5,41.6,91,49.7,108,107,0.1,-1.9
8.8,3,1.5,0.3,0.1,0.2,39.1,61.3,40.3,107,92,-1.5,-6.8
21.7,20.1,10.1,3.1,1.5,1.1,51.4,76.7,51.4,98,111,41.9,5
8.4,3.3,0.6,1.6,0.1,0.2,42.6,100,53.2,108,99,-0.1,-4.9
11.4,5.5,1.9,2.9,0.1,0.9,42.2,77.7,46.8,109,100,-0.6,-2.5
8.9,5,1.3,1.6,0.1,0.6,37.6,84.1,43.1,106,92,-1,-4.6
11.7,5.2,3.3,0.2,1.4,0.8,45.1,59.4,45.1,107,96,-0.1,-2.8
11.3,3.4,1.9,0.4,0.4,0.1,47.2,55.4,47.2,106,84,-0.8,-8
14.3,5.6,3.8,0.9,0.2,0.3,47.9,71.9,50.4,108,106,-0.4,-2.6
14.1,15.1,3.2,3.4,0.2,0.8,44,82.9,50.1,113,102,0.2,-1.9
9.9,3.9,1,1.6,0,0.4,41.3,77.8,43.4,112,100,-2,-5.4
19.4,4,1.3,0.3,0,0.3,62.5,50,62.5,104,119,0,1
21.5,1.5,1.6,0.3,0.2,0.2,60,80,60,95,141,0.1,4.8
17.2,12.7,2.7,6,0.1,1.2,46,77,50.4,110,113,10.9,0.7
8.6,2.6,1,0.3,0.2,0.3,38.5,68.6,45.8,111,96,-0.3,-3.7
11.8,6.9,1.3,2.6,0.1,0.4,44.8,74.9,44.8,105,93,-1,-4.5
10.3,2.8,1.6,0.2,0.1,0.1,44.9,65,50.6,111,108,-0.4,-5.1
14.7,9.5,1.7,4.8,0.2,1.3,45,83.4,46.2,108,106,3.6,-1.1
5.8,1.5,1,0.8,0,0.5,28.6,100,28.6,105,99,0,-2.7
9.8,4.1,3.2,0.5,0.3,0.2,50.8,66.9,50.8,107,100,-4,-4.9
7,3.9,1.4,0.8,0,0.3,33.6,76.9,39.4,113,83,-0.4,-7.8
13.5,8.1,1.4,3.2,0,0.9,45,76.1,45,107,101,-0.3,-2.7
12.2,9.9,2.7,1.7,0.3,1,45.1,85.4,51.7,109,109,9.9,-0.2
11.7,7.7,3.2,1,0,0.9,42.4,78.6,49,110,103,-0.1,-2.7
19.1,13.5,8.8,2.2,0.4,0.8,53.5,77.2,53.6,106,114,22.3,1.6
11,2.3,0.6,0.4,0.1,0.2,41.2,70,47.3,110,109,-0.1,-2.9
11.9,2.4,0.5,2.4,0,0.6,52.6,100,52.6,106,101,-0.1,-5.8
12.2,6.1,4.7,1,0.6,0.4,45.1,74.6,45.2,106,99,0,-2
5.6,1.4,0.6,0.7,0,0.2,26.8,89.3,28.9,109,87,-0.3,-6.7
9.5,3.9,1.8,1.4,0.3,0.6,38.2,70.3,41.9,107,97,0,-2
1,1,0.5,1,0,0,50,0,50,117,74,0,-10.8
12.4,7.3,2.7,3.8,0.3,1.9,41.6,70.5,42.3,99,91,5,0
13.6,7,1.6,1.3,0.1,0.5,44.7,84,52.3,112,117,1.1,-1.1
12.8,11.9,1.6,4.5,0.1,0.4,41.8,84.1,47.1,111,95,-0.6,-6.5
6.9,3.4,0.4,1,0.2,0,43.8,66.7,46.9,114,88,-0.1,-11.7
14.4,7.4,6.4,0.8,1,0.4,48.5,70.5,49.1,107,106,0.2,-1.9
13.8,11.9,2.8,2.1,0.2,0.8,41.5,78.7,49.4,107,106,6.7,-0.3
8.6,1.4,1.1,0.1,0.3,0.1,45.9,50,45.9,106,93,-0.2,-6.3
22.4,17,6.3,2.3,0.7,1.8,49.5,84.8,54.8,99,118,27.5,6.2
12.1,5.5,3.8,0.8,0.3,0.2,47.1,82.9,54.8,108,112,0.5,-1.7
12.4,3.8,1.2,2.9,0.1,0.5,39.7,81.8,50.1,110,111,-0.6,-2.6
14.6,1.4,0.9,0.5,0.2,0.2,35.7,44.4,35.7,105,98,0,-0.2
13,7.3,1.9,4,0.1,0.7,46.9,78.8,47,110,104,-0.8,-2.7
3.4,3.5,0.6,0.7,0.1,0.2,43.2,66.7,43.2,110,84,-0.2,-8.8
14.5,6.5,3.9,0.8,0.3,0.4,48.2,77,51.4,106,109,1,-1.3
17.8,13.9,6,6.2,0.3,2.2,44.7,77.1,45.5,105,109,33.7,3.6
14.1,11.1,3.6,3.2,0.2,1,44.6,71.6,50.8,111,105,1.3,-0.6
13.8,7.1,5.2,0.9,0.7,0.6,51.6,67.6,51.6,106,114,14.4,1.4
15,16,3.7,4,0.1,1.5,43.2,81.7,44.6,107,105,2.3,-0.8
11.2,3.6,1.4,0.3,0.2,0.4,47.3,59.3,49.3,113,100,-0.2,-5.8
17.6,12.1,11.9,3,0,0,49.8,73.5,49.8,107,88,-0.1,-16.2
6.7,3.6,1.3,0.6,0.2,0.4,39.7,71,42.9,105,91,-0.9,-4
8.5,2.3,1.2,0.3,0.1,0.3,41.4,56.2,41.6,110,91,-0.5,-5
16.8,14.9,5.2,1.7,0.5,1.1,45.2,80.5,52.4,107,112,34.1,2
17.1,17.6,4.3,2.6,0.9,1.3,48.8,82.4,49,108,112,13.1,1.5
12.2,7.3,3.5,0.9,0.3,0.7,41.7,66.4,43.5,110,100,-1.1,-2.9
12.2,7.9,2.1,1.4,0.2,0.8,46,78.9,46.6,111,105,-0.8,-2.7
7.3,2,1.4,0.7,0.2,0.6,40.2,54.9,46.9,107,94,0,-2
15.9,12.8,10.9,2.1,0.5,0.5,48.7,64.3,48.8,106,98,0,-2.4
21.3,23.4,4.1,6.2,0.3,0.9,43.3,88.5,50.9,110,115,26.8,3.8
15.6,11.9,2.8,4.4,0.4,1.1,43.6,80.7,48.9,108,106,5.6,0
3.1,1,1.6,0.5,0.3,0.1,71.4,0,71.4,101,76,0,-3.4
12.9,6.6,6.3,1,1.5,0.4,51.2,59.7,51.2,102,102,7.9,-0.3
13.5,9,3.3,3,0.1,1.2,47.6,73.8,48,103,104,1.2,-0.4
10,3.8,1.4,2,0.2,0.6,40.6,77.1,42.9,104,94,-1.2,-3.7
12.5,6.4,2.4,3.1,0.4,0.7,48.3,79.3,48.5,108,106,1.4,-1.7
10,2.1,1.3,0.2,0.3,0.4,46.9,61.1,48,97,81,-0.1,-5
16.4,13.2,3.1,2.9,0.3,0.9,52.4,77.1,52.5,109,108,5.5,0.3
8.5,4.6,3,1,0.2,0.3,42.5,71.8,42.6,109,95,-2.2,-3.6
5.3,1.5,1.6,0.2,0.2,0.2,28.1,80,28.1,110,77,-0.2,-9.4
76.3,4,0,0,0,0,100,100,100,115,231,0,16.4
11.9,5.9,2.3,1.2,0.3,0.5,46.1,69.5,46.5,107,100,-0.3,-2.5
12.3,5.9,2.8,1.1,0.8,0.5,44,73.3,49.6,108,103,2.5,-1
9.7,3.5,3.3,0.5,0.4,0.3,45.8,48.5,46.1,104,94,-0.6,-3.8
13.3,9.5,6.1,1.7,0.4,1.2,46.7,76.1,47.2,106,108,18.5,0.6
14.2,13.6,2.8,1.9,0.2,1,46.7,86.2,47.2,109,103,1.2,-1.8
24.1,8.2,4.7,0.7,0.5,0.5,56,54.3,59.2,106,118,0.3,3.4
12.9,11.4,6,1,0.2,0.7,42.1,77.4,42.1,105,101,0,-2
11.8,7.2,4.9,1.5,1,0.5,46.2,76,46.2,102,97,1.5,-1.5
15,4,3.4,0.8,0.6,0.4,58.1,58.2,58.6,107,125,1.9,1.5
20.2,17.6,6.6,1.5,1.7,0.6,49.9,79,51.7,108,110,15.1,0.9
11.5,5.8,2.4,1,0.2,0.6,43.2,65.9,45.1,108,97,-0.7,-2.7
12.2,6.5,1.7,3.8,0,0.7,42.9,85.3,46.4,106,97,-0.8,-3.5
16.1,8.9,5.3,0.8,1.2,0.3,52.6,75.9,52.7,109,113,8.7,0.1
12.9,7.4,1.9,2.7,0,0.8,47.5,64.8,48.2,114,102,-0.3,-3.7
21.9,18.3,11.3,2.3,0.5,0.7,44.3,82.4,50.2,106,116,24.8,2.8
13.2,6.6,3.9,0.8,0.4,0.5,44,75.1,44,97,98,-0.5,-3.6
10.4,2.9,1.7,3.9,0,1,36.7,76.4,37,108,101,-1.4,-3.7
18.6,14.4,4.2,6,0.3,1.3,42.5,80.4,50.5,107,115,37.8,3.9
32.2,4,1.7,0.3,0,0,100,100,133.3,110,200,0,8.5
15.9,10.7,2.3,7,0.1,1.4,44.9,77.6,46.3,107,108,10.3,-0.4
16.2,14.6,9.1,2.4,0.6,0.8,47.1,76.5,47.2,102,103,16.7,0.2
11.8,4.7,1,1.5,0,0.4,38.3,76.8,45.2,108,101,-1,-3.4
13.2,8.5,1.7,3.1,0,0.5,43.7,82.9,49.4,112,109,-2.5,-2.8
7.7,5.6,1.7,1,0.1,0.3,38.6,82.9,46.6,111,100,-1.3,-4.4
18.4,1.3,0.8,0.2,0,0.1,75,50,93.8,111,163,0.1,2.7
13.2,7.7,4,1,0.3,0.4,43.3,70.5,49.8,107,104,-0.3,-2.3
12.8,6.6,5,1.4,0.3,1.1,44.6,65.2,46.2,103,102,11.5,0.6
7.7,3.3,1.3,1.1,0.2,0.5,43.6,72.6,44.1,112,97,-0.6,-4
10.1,3,1.1,0.5,0.1,0.3,40,85.2,44.7,112,112,-0.1,-3.6
16.9,6.1,4,0.5,0.8,0.3,54.1,64.2,54.1,100,113,1.9,0.2
6,1.3,0.2,1,0,0.3,50,100,50,104,69,-0.1,-15.1
8.3,2.3,0.5,0.3,0,0.4,34.1,86.7,37.8,108,90,-0.1,-5.3
12,7.2,2.5,1.8,0.1,0.7,45.8,67.4,45.8,111,103,0.1,-1.9
12.2,7.8,2.1,1.3,0.1,0.6,40,83.1,49.3,110,106,0.3,-1.8
12.5,6.6,2,3.1,0.1,0.7,42.6,73.5,48.2,108,102,-1,-2.5
12.6,1.5,1.1,0,0.1,0,37.8,50,37.8,108,97,-0.2,-10.7
10,6.4,2.9,0.8,0.2,0.5,44.9,77.6,44.9,105,98,-0.6,-2.8
18.2,2,1.5,0.2,0.2,0.2,54.3,57.1,54.3,105,121,0,-0.6
15.1,10.9,3.8,1.3,0.2,0.4,45.5,76.5,46.5,112,106,-2.9,-3.7
8.9,6.7,1.9,1.7,0.1,1.4,38.4,73.5,39.4,108,90,-1.5,-3.2
14,9.5,2.2,4,0.1,1.1,50.1,87.3,52.3,107,115,7.9,0.2
11.2,1.2,0.8,0.6,0.1,0.3,25,62.5,25,95,80,0,-2.2
8.7,1.7,0.5,1.4,0,0.5,36.6,76.2,45.1,106,95,-0.3,-5.1
8.1,2.2,2.6,0.4,0.2,0.3,45.7,52.7,45.7,106,105,-0.2,-2.2
11.9,2.6,1.1,3.2,0.1,0.4,32.6,100,41.3,113,116,-0.2,-5.4
17.9,16,4.9,2.1,0.2,0.7,45.3,82.2,47.9,109,110,9.5,-0.4
3.9,0.9,0.7,0.1,0,0.1,25,50,25,106,73,-0.1,-8.9
13.5,7.2,6.5,0.6,0.9,0.3,48,63.9,48,102,101,-3.3,-2.9
13,5.1,4.3,0.5,0.7,0.6,53.9,61.1,54,101,108,3.9,-0.4
11.6,6.9,6.2,1,0.9,0.6,49.3,70.4,49.3,103,103,10.7,-0.3
13.8,11.4,4.5,2.9,0.4,1.3,43.1,74.1,50.5,106,114,35.6,2.7
-3.7,5,2,0,0,2,20,50,20,106,47,-0.1,-15.2
11.8,4.6,2.6,0.5,0.6,0.3,43.5,65.9,50.3,109,108,0,-2
15.2,19,2.6,2.4,0.1,0.6,48.4,87.1,48.7,111,108,-0.9,-2.1
23.9,25,10.1,3.6,0.8,1.4,51.6,74.2,51.8,101,113,102.5,5.4
22,20.3,12.3,1.3,1.3,0.8,49.5,76,49.5,104,114,46.7,1.7
10.6,7.4,1.7,2.9,0,0.8,40.8,79.7,51.2,109,105,0.2,-1.9
7.2,2.1,2.2,0.7,0.2,0.2,46.3,66.7,46.3,112,102,-0.2,-3.7
16.9,14,5.2,2.3,0.9,1.1,51.1,72.9,51.3,106,106,21.7,1.6
10.8,5.9,4.5,0.8,0.2,0.8,44.8,76.4,44.8,101,102,0.6,-1.1
8.1,3.3,1.7,0.2,0.1,0.1,41.5,64.3,42.1,111,89,-1,-10
9.4,3.1,1.2,1.1,0.1,0.5,41.3,66.3,42.5,108,96,-0.5,-2.9
18.4,24.2,4.2,5.4,0.3,1.4,44.1,82,44.1,102,96,11.4,0.8
5.5,2.2,1.6,0.7,0.1,0.5,30.4,37.5,35.7,107,80,-0.3,-5
4,1.9,1.1,0.4,0.1,0.2,25.7,59.4,25.7,112,76,-0.3,-8.5
18.7,19.3,3,7.6,0.1,1.2,43.3,78.4,47,110,108,25.6,1.2
16.7,12.8,2.3,2.2,0.1,1.3,50.5,76.8,52.6,111,113,3.7,-0.2
18.8,15.2,8.7,1.9,1.1,1.5,48.4,81,51,102,110,52.1,3.2
27.8,6,3.8,0.4,0.4,0.2,57.6,78.5,57.6,102,125,1.4,1.8
15.8,15.5,7.4,1.2,0.6,0.6,43.3,84.5,51.8,110,106,0.1,-1.9
5,1.7,1,0.2,0,0.1,36.5,63.6,42.3,113,83,-0.3,-9
9.1,2.8,2.2,0.2,0.4,0.1,44.8,66.5,45.2,104,96,-1.7,-4.9
8.7,2.5,1,0.3,0,0.3,32.1,68.1,39.9,104,94,-0.6,-4.7
16.8,11.2,6.7,1.4,0.9,0.8,43.5,73.1,48.3,103,105,19.1,1
10.7,5,1.6,4.9,0.1,0.7,39.9,61.1,48,112,97,-2.8,-5.6
8.1,2.7,1,0.4,0.2,0.3,37.6,71.6,39.3,107,92,-0.5,-5
10.4,4.7,1.6,0.7,0.1,0.4,44.9,81.3,44.9,108,94,-0.7,-5.1
6.8,2.1,2.2,0.3,0.6,0.1,44.1,60.8,44.1,108,95,-0.4,-4.6
-1.6,0.8,0.5,0,0.1,0,42.9,0,42.9,109,66,-0.1,-15.8
10.1,5.1,1.9,0.5,0.1,0.4,39.2,72.9,49.1,108,101,-1.2,-3.4
4.2,1.3,0.4,0.4,0,0.1,25,0,37.5,113,71,-0.1,-8.6
12.5,6.9,1.1,2.9,0,0.7,38.2,84.3,43.8,112,103,-3.9,-3.7
-0.9,0.9,1.2,0.4,0,0.3,29,36.4,29,108,56,-0.2,-8.7
10.3,5.7,3.7,0.7,0.4,0.4,43,76.6,45.9,110,100,-1.4,-4
9.3,6.7,2,0.8,0.3,0.5,41.7,69.4,43.3,111,100,-1.2,-3.8
15,12.3,6.8,1.9,1.1,1.2,48.3,62.9,48.7,101,101,15.5,0.7
17.7,17.4,3.2,1.9,0.1,0.9,43.7,87,50.2,111,115,11.3,0.1
9.3,3,0.9,0.7,0.1,0.3,37.8,59.8,38.8,109,89,-0.5,-6.2
15.7,19.1,5.4,4,0.2,1,41.8,76.6,45.6,106,103,12.9,0.2
14.6,10.9,8.3,3.4,0.3,0.7,50.9,70.9,51,104,114,31.7,2.1
12.7,12.1,4.5,1.6,0.4,0.7,44.9,74,45.4,109,102,-1.9,-2.4
12.8,7,2.1,2.8,0.2,0.6,38.3,78.6,42.3,113,100,-0.6,-3.7
10.9,6.3,1.7,1.3,0.1,0.4,40.8,86.6,50.9,110,105,0.5,-1.8
11.9,6.2,4.3,0.4,0.5,0.4,47,70.5,47,108,102,-8,-4.6
18,2,2.5,0,0,0.3,57.1,0,57.1,103,122,0,-9.8
13,7.9,1.3,4.2,0.2,1,47.8,78.8,48.4,108,101,-2.2,-2.9
13.5,13.8,3.1,2.2,0.2,1.1,42.7,82.6,52.4,109,111,17.4,1.1
15.6,4.9,3.7,0.2,0.5,0.3,54.2,68.5,54.2,107,110,-0.5,-3.8
13,5.6,4.2,0.4,0.8,0.4,49.5,56.4,49.5,106,105,0.1,-2
16.4,12.5,6.3,2.2,0.5,0.8,54.6,78.4,54.6,106,118,28.8,2.8
12.7,12.8,2.6,3.4,0.2,1.1,39.8,73.3,46.2,109,101,3.5,-1.4
14.2,10.4,4.1,1.7,0.1,0.8,46.2,81.1,46.2,103,106,2,-1
14.9,6.9,4,1,0.4,0.4,45.8,74.6,46,106,100,-0.2,-2.4
10.1,5.1,1.3,3.6,0.1,0.7,41.5,65.9,49.8,114,106,-6.6,-4.5
6.4,4.1,0.7,1.5,0.1,0.7,30.3,66.7,37.9,109,83,-0.3,-6.5
6.8,2.4,1.3,0.1,0.1,0,44.4,50,44.4,115,98,-0.1,-6.4
10.6,4.3,1.3,2.8,0.1,0.4,39.2,72.1,44.2,110,99,-2.7,-4.7
13.4,13.8,3.1,2.9,0.3,1,42.9,82,49.4,110,103,5.1,-0.8
11.7,11.1,2,2.8,0.1,0.9,41,74.9,45.9,112,102,-0.5,-2.6
10.7,6.4,4.1,0.9,0.4,0.9,45.4,66,48.2,106,103,4.9,-0.8
20.7,22.1,9.4,2.3,1.5,1,50.3,75.4,50.3,100,104,26.5,2.1
14.6,3,1.7,0.3,0.4,0.3,52.8,53.4,53.8,103,110,0.2,-1
11,6,2,2.4,0.2,0.5,40.8,71.1,44.7,110,100,-0.6,-2.8
10.2,4.2,2.6,0.6,0.4,0.4,47.9,57.7,48,109,99,-0.8,-3.3
5.1,1.7,0.5,0.2,0.1,0.2,30.8,75,30.8,107,88,-0.1,-8.5
12.9,10,2,1.3,0.2,0.7,43.1,74.1,49.9,111,99,-0.6,-2.5
10.4,3.8,0.9,1.7,0,0.4,43.1,72.5,43.4,105,94,-0.7,-4.5
10.1,5.2,2.6,1.1,0.3,0.6,39.2,69.8,47.4,105,99,1.7,-1.4
7.7,1.8,1.9,0.3,0.3,0.2,37.7,60.9,37.7,102,87,-0.6,-4.4
8,4,1.4,1.2,0.2,0.6,42.1,77.5,48.5,109,102,-0.3,-2.6
8.3,3.5,0.7,1.5,0.1,0.8,38.3,51.4,38.6,104,83,-0.3,-4.8
12.5,8.4,2.9,3.4,0.2,1.7,44.9,76.7,45.3,100,98,5.9,0.4
9.9,3,2.8,0.2,0.3,0,50,0,50,109,94,-0.1,-6.6
12.7,9,3.1,2.3,0.2,0.8,40.2,81,47.7,109,104,5.6,-0.7
17.2,17.5,3,2.9,0.3,0.9,45.5,83.9,52,110,109,6,0.2
13.5,6.4,2.9,4.9,0.2,1.3,48.1,77.8,50.6,107,106,0.6,-1.6
12.8,8.3,4.9,1,0.4,0.3,53.5,70.3,53.5,109,111,1.4,-1.5
12.6,4.6,3.5,0.5,0.7,0.3,53.9,49,53.9,104,99,-1.1,-3.1
14.4,11.7,6.6,3.6,0.6,0.8,50.3,76.1,50.7,109,113,23,1.6
