,Name,Pos,Active,HoF,All_Star,All_Nba,All_Def,Score_Champ,Assit_Champ,Trb_Champ,MVP,GP,PPG,TRPG,APG,BPG,SPG,3PG,TP,TR,TAST,TBLKS,TSTLS,T3PS,FG%,FT%,3P%,EF%,DRTG,ORTG,VORP,BPM,EFF,Win_Shares
3916,Dave Stallworth,3,0,0,0,0,0,0,0,0,0,522,9.3,4.7,1.7,0.1,0.6,,4860,2453.0,872,7,31,,43.8,73.2,,,92,,0.1,-1.5,14.4,20.3
3917,Ed Stanczak,4,0,0,0,0,0,0,0,0,0,76,7.6,1.9,1.0,,,,581,36.0,74,,,,33.8,75.9,,,,,,,,6.4
3918,Terence Stansbury,2,0,0,0,0,0,0,0,0,0,192,6.3,1.4,2.0,0.1,0.6,0.1,1200,277.0,390,20,119,24,44.4,77.9,22.4,45.5,109,99,-1.3,-3.7,9.9,2.4
3919,John Starks,2,0,0,1,0,1,0,0,0,0,866,12.5,2.5,3.6,0.1,1.1,1.4,10829,2129.0,3085,106,951,1222,41.2,76.9,34.0,47.6,104,104,16.0,0.7,14.0,49.9
3920,Keith Starr,2,0,0,0,0,0,0,0,0,0,17,0.8,0.6,0.4,0.0,0.1,,14,10.0,6,0,1,,25.0,100.0,,,102,,-0.1,-9.8,3.7,-0.2
3921,Nik Stauskas,2,1,0,0,0,0,0,0,0,0,301,7.0,2.1,1.6,0.3,0.4,1.2,2094,623.0,485,77,129,359,39.0,81.0,34.8,48.8,113,100,-1.9,-3.2,9.0,3.3
3922,Larry Staverman,4,0,0,0,0,0,0,0,0,0,265,4.7,3.8,0.9,,,,1237,1019.0,251,,,,46.5,78.5,,,,,,,13.3,6.9
3923,Larry Steele,2,0,0,0,0,0,0,0,0,0,610,8.2,2.9,2.8,0.2,1.8,0.0,5009,1781.0,1719,96,846,0,48.3,79.6,0.0,48.3,99,101,8.2,0.7,12.7,28.2
3924,Matt Steigenga,3,0,0,0,0,0,0,0,0,0,2,1.5,1.5,1.0,0.5,0.5,0.0,3,3.0,2,1,1,0,25.0,50.0,0.0,25.0,89,62,0.0,-4.0,7.0,0.0
3925,Vladimir Stepania,5,0,0,0,0,0,0,0,0,0,270,4.1,4.4,0.3,0.5,0.4,0.0,1118,1180.0,94,144,110,2,42.5,53.6,13.3,42.6,99,93,-1.8,-3.9,12.8,5.2
3926,D.J. Stephens,2,1,0,0,0,0,0,0,0,0,4,2.3,1.3,0.0,0.0,0.3,0.0,9,5.0,0,0,1,0,44.4,100.0,,44.4,108,91,-0.1,-14.4,12.8,0.0
3927,Everette Stephens,1,0,0,0,0,0,0,0,0,0,38,1.9,0.6,1.0,0.1,0.2,0.1,71,23.0,39,4,9,2,33.3,79.2,20.0,34.7,112,83,-0.3,-7.1,7.4,-0.4
3928,Jack Stephens,2,0,0,0,0,0,0,0,0,0,72,10.3,5.2,2.9,,,,743,377.0,207,,,,38.6,69.2,,,,,,,13.3,4.8
3929,Joe Stephens,3,0,0,0,0,0,0,0,0,0,22,3.2,2.0,0.5,0.1,0.5,0.2,71,45.0,12,3,12,4,35.7,70.0,19.0,38.1,106,89,-0.1,-4.6,11.1,0.0
3930,Lance Stephenson,2,1,0,0,0,0,0,0,0,0,473,8.7,4.2,2.9,0.1,0.7,0.7,4110,2010.0,1373,68,314,308,44.6,68.7,31.1,48.8,104,99,3.7,-0.7,12.2,16.3
3931,Alex Stepheson,4,0,0,0,0,0,0,0,0,0,8,2.8,3.5,0.3,0.6,0.1,0.0,22,28.0,2,5,1,0,33.3,33.3,,33.3,107,101,0.0,-3.2,14.8,0.1
3932,Brook Steppe,1,0,0,0,0,0,0,0,0,0,238,5.4,1.4,1.2,0.1,0.4,0.0,1297,345.0,280,17,105,9,46.9,82.0,31.0,47.4,110,106,-0.6,-2.9,12.5,4.6
3933,Barry Stevens,3,0,0,0,0,0,0,0,0,0,2,1.0,1.0,0.0,0.0,0.0,0.0,2,2.0,0,0,0,0,50.0,,,50.0,119,137,0.0,-4.9,15.2,0.0
3934,Wayne Stevens,4,0,0,0,0,0,0,0,0,0,8,1.6,2.0,0.5,,,,13,16.0,4,,,,15.8,70.0,,,,,,,6.1,-0.2
3935,DeShawn Stevenson,2,0,0,0,0,0,0,0,0,0,824,7.2,2.2,1.6,0.2,0.5,0.7,5930,1832.0,1355,134,423,550,40.6,69.8,34.0,45.6,111,100,-4.6,-3.0,9.9,12.1
3936,Dennis Stewart,4,0,0,0,0,0,0,0,0,0,12,3.3,1.4,0.2,,,0.1,40,17.0,2,,,1,33.3,77.8,33.3,34.4,,,,,4.6,-0.2
3937,Kebu Stewart,4,0,0,0,0,0,0,0,0,0,15,2.7,2.1,0.1,0.1,0.3,0.0,40,31.0,2,2,5,0,46.2,64.0,,46.2,101,101,-0.1,-5.5,14.0,0.2
3938,Larry Stewart,4,0,0,0,0,0,0,0,0,0,270,7.4,4.0,1.3,0.4,0.5,0.0,2005,1077.0,338,106,147,9,50.9,75.3,20.5,51.2,110,109,1.2,-1.1,13.0,9.7
3939,Michael Stewart,5,0,0,0,0,0,0,0,0,0,286,2.2,3.2,0.3,1.0,0.2,0.0,623,907.0,88,278,56,0,44.2,52.2,,44.2,103,98,-0.1,-2.1,10.2,4.6
3940,Norm Stewart,4,0,0,0,0,0,0,0,0,0,5,2.0,1.0,0.4,,,,10,5.0,2,,,,26.7,33.3,,,,,,,-1.9,-0.1
3941,Greg Stiemsma,5,0,0,0,0,0,0,0,0,0,203,3.2,3.3,0.5,1.1,0.6,0.0,641,679.0,97,232,118,0,50.9,70.5,0.0,50.9,100,101,2.1,0.7,11.0,6.0
3942,Steve Stipanovich,5,0,0,0,0,0,0,0,0,0,403,13.2,7.8,2.3,0.9,1.0,0.0,5323,3131.0,938,380,415,10,48.4,79.6,17.9,48.6,105,108,9.9,1.1,15.1,30.4
3943,Bryant Stith,2,0,0,0,0,0,0,0,0,0,586,10.1,3.4,2.0,0.2,1.0,0.5,5946,1983.0,1178,130,594,306,42.4,84.1,32.9,45.6,109,109,5.8,-0.6,12.8,29.5
3944,Sam Stith,2,0,0,0,0,0,0,0,0,0,32,4.4,1.6,1.9,,,,141,51.0,60,,,,36.4,60.5,,,,,,,7.9,-0.1
3945,Tom Stith,3,0,0,0,0,0,0,0,0,0,25,3.1,1.6,0.7,,,,77,39.0,18,,,,33.6,30.0,,,,,,,6.5,-0.6
3946,Alex Stivrins,4,0,0,0,0,0,0,0,0,0,22,2.0,1.0,0.2,0.1,0.1,0.0,44,22.0,4,2,2,0,46.5,50.0,0.0,46.5,109,87,-0.2,-8.9,10.5,-0.1
3947,David Stockton,1,0,0,0,0,0,0,0,0,0,6,3.0,0.3,1.5,0.0,0.3,0.5,18,2.0,9,0,2,3,44.4,70.0,60.0,61.1,110,108,0.0,-5.2,15.7,0.1
3948,John Stockton,1,0,1,10,11,5,0,9,0,0,1504,13.1,2.7,10.5,0.2,2.2,0.6,19711,4051.0,15806,315,3265,845,51.5,82.6,38.4,54.6,104,121,65.9,3.5,21.8,207.7
3949,Peja Stojakovic,3,0,0,3,1,0,0,0,0,0,804,17.0,4.7,1.8,0.1,0.9,2.2,13647,3782.0,1408,106,747,1760,45.0,89.5,40.1,53.2,106,114,23.9,1.5,17.1,82.6
3950,Ed Stokes,5,0,0,0,0,0,0,0,0,0,4,0.8,1.0,0.3,0.5,0.3,0.0,3,4.0,1,2,1,0,33.3,50.0,,33.3,102,66,0.0,-5.4,6.4,0.0
3951,Greg Stokes,4,0,0,0,0,0,0,0,0,0,42,3.1,1.5,0.4,0.3,0.3,0.0,130,62.0,17,11,14,0,44.5,69.6,0.0,44.5,108,98,-0.1,-3.5,9.0,0.3
3952,Jarnell Stokes,5,0,0,0,0,0,0,0,0,0,28,2.4,1.4,0.3,0.2,0.3,0.0,67,40.0,7,5,7,0,58.1,53.1,,58.1,100,118,0.1,1.0,19.4,0.6
3953,Maurice Stokes,4,0,1,3,3,0,0,0,1,0,202,16.4,17.3,5.3,,,,3315,3492.0,1062,,,,35.1,69.8,,,,,,,20.8,16.1
3954,Art Stolkey,1,0,0,0,0,0,0,0,0,0,23,4.4,,1.7,,,,102,,38,,,,22.0,68.2,,,,,,,,1.6
3955,Randy Stoll,4,0,0,0,0,0,0,0,0,0,25,5.7,3.6,0.5,,,0.0,142,91.0,12,,,0,47.8,40.0,,47.8,,,,,9.9,0.3
3956,Diamond Stone,5,0,0,0,0,0,0,0,0,0,7,1.4,0.9,0.0,0.1,0.0,0.0,10,6.0,0,1,0,0,23.1,100.0,,23.1,108,69,-0.1,-24.1,-1.2,-0.1
3957,George Stone,3,0,0,0,0,0,0,0,0,0,259,13.6,5.7,1.3,,,0.6,3530,1480.0,333,,,144,44.4,78.1,32.3,46.7,,,,,15.7,13.9
3958,Julyan Stone,2,0,0,0,0,0,0,0,0,0,70,1.1,1.1,1.1,0.1,0.2,0.1,80,77.0,77,8,16,10,44.4,70.0,31.3,52.4,107,112,0.1,-1.4,9.5,0.9
3959,Awvee Storey,2,0,0,0,0,0,0,0,0,0,60,2.4,1.4,0.4,0.0,0.2,0.1,143,81.0,21,2,10,4,41.4,51.1,25.0,42.9,112,101,-0.3,-4.9,10.5,0.3
3960,Damon Stoudamire,1,0,0,0,0,0,0,0,0,0,878,13.4,3.5,6.1,0.1,1.1,1.4,11763,3039.0,5371,81,953,1236,40.6,83.3,35.7,46.4,109,106,15.4,0.1,15.4,55.4
3961,Salim Stoudamire,1,0,0,0,0,0,0,0,0,0,157,8.0,1.4,1.0,0.1,0.4,1.1,1260,214.0,164,10,55,167,40.7,88.2,36.6,48.3,114,103,-2.1,-5.1,11.8,2.2
3962,Amar'e Stoudemire,4,0,0,6,5,0,0,0,0,0,846,18.9,7.8,1.2,1.2,0.8,0.0,15994,6632.0,1050,1054,636,30,53.7,76.1,23.6,53.8,105,113,16.8,0.5,21.8,92.5
3963,Paul Stovall,3,0,0,0,0,0,0,0,0,0,38,4.6,3.1,0.7,0.5,0.3,0.0,176,119.0,25,6,4,0,41.6,63.4,,41.6,104,101,0.0,-2.3,12.1,0.2
3964,D.J. Strawberry,2,0,0,0,0,0,0,0,0,0,33,2.2,0.8,0.9,0.2,0.4,0.2,73,28.0,30,6,12,6,31.5,47.4,24.0,34.8,109,85,-0.2,-5.1,6.2,-0.2
3965,Joe Strawder,5,0,0,0,0,0,0,0,0,0,231,8.6,9.9,1.1,,,,1977,2296.0,245,,,,42.6,68.6,,,,,,,11.3,10.8
3966,Bill Stricker,4,0,0,0,0,0,0,0,0,0,1,4.0,0.0,0.0,,,,4,0.0,0,,,,66.7,,,,,,,,45.1,0.0
3967,Erick Strickland,1,0,0,0,0,0,0,0,0,0,501,7.5,2.6,2.4,0.1,0.8,0.8,3780,1317.0,1203,41,422,404,39.2,82.6,35.1,45.1,106,100,1.7,-1.3,12.7,13.4
3968,Mark Strickland,4,0,0,0,0,0,0,0,0,0,281,4.6,2.7,0.4,0.4,0.3,0.0,1281,771.0,102,110,79,2,48.8,66.8,22.2,48.9,103,103,-1.0,-3.2,14.5,7.0
3969,Rod Strickland,1,0,0,0,1,0,0,1,0,0,1094,13.2,3.7,7.3,0.2,1.5,0.2,14463,4084.0,7987,215,1616,195,45.4,72.1,28.2,46.2,106,108,30.9,1.6,18.0,85.8
3970,Roger Strickland,4,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,,,,2,0.0,0,,,,33.3,,,,,,,,-0.1,0.0
3971,John Stroeder,4,0,0,0,0,0,0,0,0,0,46,1.8,1.8,0.5,0.3,0.1,0.0,82,85.0,23,14,3,0,36.9,66.7,0.0,36.9,106,86,-0.2,-5.3,7.4,-0.1
3972,Derek Strong,4,0,0,0,0,0,0,0,0,0,456,6.8,4.9,0.6,0.2,0.4,0.0,3088,2213.0,291,94,203,11,43.0,78.6,18.0,43.2,106,108,-2.3,-3.0,13.8,18.5
3973,Lamont Strothers,2,0,0,0,0,0,0,0,0,0,13,4.6,1.2,1.1,0.1,0.7,0.2,60,15.0,14,1,9,2,32.9,71.4,13.3,34.2,114,78,-0.2,-8.1,5.8,-0.5
3974,John Stroud,3,0,0,0,0,0,0,0,0,0,9,2.8,1.4,1.0,0.0,0.1,0.0,25,13.0,9,0,1,0,32.4,75.0,,32.4,112,88,-0.1,-6.5,6.4,-0.1
3975,Red Stroud,1,0,0,0,0,0,0,0,0,0,7,2.9,0.3,0.1,,,0.1,20,2.0,1,,,1,45.5,90.0,100.0,50.0,,,,,5.7,0.2
3976,Rodney Stuckey,1,0,0,0,0,0,0,0,0,0,651,12.6,2.9,3.6,0.1,0.9,0.4,8185,1912.0,2333,94,568,276,42.3,82.4,30.0,44.3,110,105,2.7,-1.4,14.9,28.7
3977,Gene Stump,3,0,0,0,0,0,0,0,0,0,148,5.3,,0.8,,,,783,,118,,,,30.3,69.2,,,,,,,,1.1
3978,Stan Stutz,2,0,0,0,0,0,0,0,0,0,166,7.1,,1.1,,,,1181,,188,,,,25.6,81.3,,,,,,,,6.7
3979,Gary Suiter,5,0,0,0,0,0,0,0,0,0,30,1.4,1.4,0.1,,,,42,41.0,2,,,,35.2,44.4,,,,,,,6.0,-0.3
3980,Jared Sullinger,4,0,0,0,0,0,0,0,0,0,269,10.8,7.5,1.8,0.6,0.7,0.5,2893,2006.0,477,161,180,141,43.6,72.3,27.2,46.3,103,105,4.1,0.5,16.2,15.3
3981,DaJuan Summers,4,0,0,0,0,0,0,0,0,0,83,3.3,1.0,0.3,0.1,0.2,0.3,278,82.0,29,8,18,29,38.4,64.2,36.7,43.8,113,94,-0.9,-6.4,7.1,-0.1
3982,Edmond Sumner,1,1,0,0,0,0,0,0,0,0,8,0.9,0.5,0.1,0.0,0.1,0.1,7,4.0,1,0,1,1,37.5,0.0,33.3,43.8,108,67,-0.1,-9.2,0.2,-0.1
3983,Barry Sumpter,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,,,0.0,120,0,0.0,-43.5,-30.2,0.0
3984,Don Sunderlage,2,0,0,1,0,0,0,0,0,0,113,7.7,2.5,2.0,,,,874,281.0,224,,,,32.6,73.2,,,,,,,11.5,2.7
3985,Bruno Sundov,5,0,0,0,0,0,0,0,0,0,102,1.7,1.0,0.2,0.1,0.1,0.0,173,107.0,18,14,15,5,35.6,52.6,20.8,36.7,103,78,-1.0,-9.7,5.4,-0.7
3986,Jon Sundvold,1,0,0,0,0,0,0,0,0,0,502,7.7,1.1,2.9,0.0,0.4,0.5,3886,554.0,1469,5,220,226,45.2,84.9,39.2,48.3,114,105,-6.2,-4.8,12.5,8.9
3987,Bob Sura,1,0,0,0,0,0,0,0,0,0,657,8.6,3.4,3.8,0.2,1.0,0.6,5654,2240.0,2474,142,641,423,41.4,68.9,32.5,46.0,105,103,9.2,0.3,14.3,28.3
3988,Dick Surhoff,3,0,0,0,0,0,0,0,0,0,58,3.1,1.6,0.6,,,,178,94.0,32,,,,29.5,71.7,,,,,,,10.0,0.1
3989,George Sutor,5,0,0,0,0,0,0,0,0,0,79,4.8,5.1,0.4,,,0.0,380,404.0,30,,,0,34.1,59.5,0.0,34.1,,,,,10.0,-0.3
3990,Dane Suttle,2,0,0,0,0,0,0,0,0,0,46,5.9,1.1,1.0,0.0,0.5,0.0,272,49.0,48,0,21,0,50.7,85.7,0.0,50.7,110,108,0.0,-2.2,15.3,1.0
3991,Greg Sutton,1,0,0,0,0,0,0,0,0,0,168,4.5,0.9,1.7,0.1,0.5,0.7,761,153.0,284,13,84,116,39.6,74.3,36.1,48.0,109,96,-1.0,-4.0,9.7,1.0
3992,Keith Swagerty,4,0,0,0,0,0,0,0,0,0,80,12.3,10.4,1.2,,,0.0,987,828.0,95,,,0,40.8,61.1,0.0,40.8,,,,,15.1,2.3
3993,Bennie Swain,4,0,0,0,0,0,0,0,0,0,58,4.6,4.5,0.5,,,,265,262.0,29,,,,40.6,60.9,,,,,,,12.3,1.9
3994,Caleb Swanigan,4,1,0,0,0,0,0,0,0,0,41,2.1,2.4,0.5,0.1,0.2,0.0,88,97.0,20,3,9,2,36.5,69.6,16.7,37.5,107,82,-0.4,-7.0,5.6,-0.3
3995,Norm Swanson,3,0,0,0,0,0,0,0,0,0,63,1.6,1.7,0.5,,,,100,110.0,33,,,,22.6,59.4,,,,,,,4.0,-0.4
3996,Dan Swartz,3,0,0,0,0,0,0,0,0,0,39,4.5,2.3,0.5,,,,175,88.0,21,,,,38.0,84.7,,,,,,,12.3,1.0
3997,Mike Sweetney,5,0,0,0,0,0,0,0,0,0,233,6.5,4.5,0.6,0.5,0.3,0.0,1516,1045.0,145,107,73,0,48.5,68.9,0.0,48.5,104,104,-0.1,-2.1,15.1,7.8
3998,Robert Swift,5,0,0,0,0,0,0,0,0,0,97,4.3,3.9,0.2,0.9,0.3,0.0,416,376.0,20,86,26,0,50.6,61.0,,50.6,110,104,-0.8,-4.1,11.4,1.7
3999,Skeeter Swift,2,0,0,0,0,0,0,0,0,0,283,11.6,2.2,2.9,0.0,0.2,0.5,3279,631.0,820,0,3,130,44.5,84.1,29.8,46.9,104,87,-0.2,-6.7,11.5,12.2
4000,Stromile Swift,4,0,0,0,0,0,0,0,0,0,547,8.4,4.6,0.5,1.2,0.6,0.0,4582,2535.0,275,683,354,2,47.3,69.9,7.4,47.3,103,102,0.2,-1.9,16.1,21.3
4001,Aaron Swinson,3,0,0,0,0,0,0,0,0,0,9,2.7,0.9,0.3,0.0,0.1,0.0,24,8.0,3,0,1,0,55.6,80.0,,55.6,114,103,0.0,-5.8,11.7,0.0
4002,Pape Sy,3,0,0,0,0,0,0,0,0,0,3,2.3,1.0,0.7,0.0,0.3,0.0,7,3.0,2,0,1,0,33.3,100.0,0.0,33.3,108,86,0.0,-6.0,9.2,0.0
4003,Buck Sydnor,1,0,0,0,0,0,0,0,0,0,15,1.0,,0.0,,,,15,,0,,,,19.2,50.0,,,,,,,,-0.1
4004,Larry Sykes,4,0,0,0,0,0,0,0,0,0,1,0.0,2.0,0.0,0.0,0.0,0.0,0,2.0,0,0,0,0,,,,,102,47,0.0,-28.3,0.0,0.0
4005,Brett Szabo,5,0,0,0,0,0,0,0,0,0,70,2.2,2.4,0.2,0.5,0.2,0.0,153,165.0,17,32,16,0,44.6,73.8,0.0,44.6,110,98,-0.6,-5.4,8.8,0.4
4006,Wally Szczerbiak,3,0,0,1,0,0,0,0,0,0,651,14.1,4.0,2.4,0.2,0.6,0.9,9195,2602.0,1532,160,388,590,48.5,86.0,40.6,52.6,108,113,12.8,0.5,16.0,53.3
4007,Walt Szczerbiak,3,0,0,0,0,0,0,0,0,0,53,6.3,2.8,0.8,,,0.0,333,150.0,41,,,0,62.9,66.0,0.0,62.9,,,,,19.6,2.2
4008,Zan Tabak,5,0,0,0,0,0,0,0,0,0,247,5.0,3.6,0.7,0.5,0.3,0.0,1233,883.0,165,126,65,0,50.6,52.5,0.0,50.6,108,97,-2.2,-4.4,11.3,2.4
4009,Yuta Tabuse,1,0,0,0,0,0,0,0,0,0,4,1.8,1.0,0.8,0.0,0.0,0.3,7,4.0,3,0,0,1,16.7,100.0,100.0,25.0,112,114,0.0,-2.6,15.6,0.0
4010,Chris Taft,5,0,0,0,0,0,0,0,0,0,17,2.8,2.1,0.1,0.4,0.1,0.0,47,36.0,2,7,2,0,60.5,16.7,,60.5,107,125,0.0,-1.3,15.6,0.5
4011,Sid Tanenbaum,1,0,0,0,0,0,0,0,0,0,70,9.0,,2.3,,,,633,,162,,,,27.4,83.0,,,,,,,,2.2
4012,Dragan Tarlac,5,0,0,0,0,0,0,0,0,0,43,2.4,2.8,0.7,0.4,0.2,0.0,103,122.0,31,19,7,0,39.4,75.8,,39.4,108,85,-0.7,-6.3,5.6,-0.2
4013,Roy Tarpley,4,0,0,0,0,0,0,0,0,0,280,12.6,10.0,1.0,1.2,1.1,0.0,3533,2803.0,292,329,317,6,48.3,74.4,17.6,48.4,102,106,4.2,0.2,18.4,19.8
4014,Levern Tart,2,0,0,2,0,0,0,0,0,0,274,19.4,5.0,3.0,,,0.1,5316,1374.0,830,,,22,44.5,78.4,25.3,44.7,,,,,17.0,19.9
4015,Earl Tatum,2,0,0,0,0,0,0,0,0,0,262,9.6,2.6,1.9,0.4,1.2,0.1,2508,682.0,507,101,319,2,45.9,74.6,33.3,46.0,102,97,1.6,-0.8,14.2,7.8
4016,Jayson Tatum,3,1,0,0,0,0,0,0,0,0,113,14.8,5.5,1.6,0.7,1.0,1.5,1673,617.0,182,80,118,165,46.9,83.2,41.5,53.3,104,111,2.4,0.7,15.7,9.9
4017,Edy Tavares,5,0,0,0,0,0,0,0,0,0,13,2.5,2.5,0.3,0.9,0.1,0.0,33,32.0,4,12,1,0,62.5,27.3,,62.5,99,103,0.0,-0.6,16.3,0.2
4018,Anthony Taylor,1,0,0,0,0,0,0,0,0,0,21,6.9,1.6,2.0,0.2,1.0,0.0,144,34.0,43,5,22,0,39.7,75.0,0.0,39.7,109,97,-0.2,-3.8,11.1,0.2
4019,Brian Taylor,1,0,0,2,0,3,0,0,0,0,601,13.1,2.7,4.1,0.3,2.1,0.4,7868,1608.0,2478,152,1106,211,49.3,78.0,35.6,51.0,104,110,16.1,1.7,14.8,46.8
4020,Donell Taylor,2,0,0,0,0,0,0,0,0,0,98,2.7,1.1,0.9,0.1,0.5,0.1,266,106.0,90,7,47,7,39.5,64.1,20.6,40.8,108,91,-0.4,-4.1,10.2,0.0
4021,Fatty Taylor,1,0,0,0,0,2,0,0,0,0,640,8.0,3.9,4.0,0.2,2.4,0.1,5098,2524.0,2563,56,935,29,43.8,67.6,20.6,44.1,102,90,5.3,0.4,10.5,17.0
4022,Fred Taylor,2,0,0,0,0,0,0,0,0,0,88,4.4,1.6,0.8,,,,385,140.0,69,,,,36.4,59.2,,,,,,,8.7,-0.6
4023,Isaiah Taylor,1,0,0,0,0,0,0,0,0,0,71,6.3,1.4,2.9,0.2,0.5,0.3,448,97.0,209,11,35,20,41.3,69.9,24.4,43.8,114,101,-1.1,-5.5,10.4,0.6
4024,Jay Taylor,2,0,0,0,0,0,0,0,0,0,17,3.0,0.6,0.3,0.2,0.3,0.2,51,11.0,5,3,5,3,40.4,66.7,23.1,43.3,110,89,-0.1,-6.1,9.5,-0.1
4025,Jeff Taylor,2,0,0,0,0,0,0,0,0,0,56,3.2,1.5,2.0,0.3,0.8,0.0,179,82.0,113,16,42,0,41.2,69.6,0.0,41.2,108,87,-0.4,-4.0,8.1,-0.1
4026,Jeff Taylor,3,0,0,0,0,0,0,0,0,0,132,6.1,2.0,0.8,0.2,0.5,0.6,807,263.0,107,21,72,82,40.9,66.5,31.9,46.5,111,99,-1.2,-3.9,8.9,1.3
4027,Jermaine Taylor,2,0,0,0,0,0,0,0,0,0,65,5.4,1.7,0.7,0.1,0.4,0.3,351,108.0,48,8,24,19,44.1,73.0,28.4,47.1,111,96,-0.5,-4.6,11.9,0.2
4028,Johnny Taylor,3,0,0,0,0,0,0,0,0,0,54,4.7,2.2,0.5,0.4,0.6,0.5,256,120.0,26,20,32,28,40.2,71.8,39.4,45.8,109,94,-0.3,-3.5,8.7,0.1
4029,Leonard Taylor,4,0,0,0,0,0,0,0,0,0,10,1.1,1.2,0.1,0.0,0.0,0.0,11,12.0,1,0,0,0,0.0,68.8,0.0,0.0,114,80,-0.1,-12.8,3.8,-0.1
4030,Maurice Taylor,3,0,0,0,0,0,0,0,0,0,534,11.0,4.6,1.2,0.5,0.5,0.0,5889,2452.0,623,259,246,5,46.6,71.1,15.2,46.7,108,97,-5.9,-3.8,13.1,9.9
4031,Mike Taylor,1,0,0,0,0,0,0,0,0,0,51,5.7,1.7,2.1,0.0,0.7,0.3,289,87.0,106,0,36,13,41.2,69.1,32.5,43.6,112,91,-0.7,-5.5,10.1,-0.4
4032,Oliver Taylor,2,0,0,0,0,0,0,0,0,0,262,9.7,4.2,2.4,0.2,0.6,0.1,2539,1090.0,628,6,20,18,45.6,68.3,23.4,46.0,103,94,-0.1,-2.5,12.0,10.9
4033,Ronald Taylor,5,0,0,0,0,0,0,0,0,0,77,4.8,3.8,0.9,,,0.0,371,294.0,68,,,0,46.6,55.3,,46.6,,,,,9.1,1.5
4034,Tyshawn Taylor,1,0,0,0,0,0,0,0,0,0,61,2.9,0.5,0.9,0.0,0.4,0.1,174,33.0,57,1,25,9,35.4,68.4,36.0,37.9,108,80,-0.8,-8.8,5.8,-0.9
4035,Vince Taylor,2,0,0,0,0,0,0,0,0,0,31,3.1,1.2,1.3,0.1,0.6,0.0,95,36.0,41,2,20,0,36.3,65.6,,36.3,100,85,0.0,-2.5,7.6,0.1
4036,Terry Teagle,3,0,0,0,0,0,0,0,0,0,687,11.6,2.6,1.4,0.2,0.8,0.0,7982,1803.0,956,127,517,30,46.5,79.2,21.0,46.7,112,102,-5.6,-3.5,13.7,13.4
4037,Jeff Teague,1,1,0,1,0,0,0,0,0,0,693,12.7,2.5,5.8,0.3,1.2,0.9,8806,1706.0,3994,239,838,613,44.5,84.5,35.5,48.8,107,108,9.9,0.0,17.1,47.2
4038,Marquis Teague,1,0,0,0,0,0,0,0,0,0,91,2.4,1.0,1.5,0.1,0.3,0.1,217,90.0,134,12,23,10,34.3,66.1,22.2,36.3,106,80,-1.4,-8.0,4.9,-0.9
4039,Mirza Teletovic,4,0,0,0,0,0,0,0,0,0,324,8.1,3.2,0.8,0.3,0.3,1.7,2636,1042.0,273,82,104,541,40.6,75.5,37.1,52.4,110,105,0.3,-1.8,13.0,8.8
4040,Sebastian Telfair,1,0,0,0,0,0,0,0,0,0,564,7.4,1.6,3.5,0.1,0.7,0.6,4183,898.0,1960,75,413,361,39.0,77.7,31.9,43.6,112,98,-5.8,-3.9,10.8,5.0
4041,Collis Temple,3,0,0,0,0,0,0,0,0,0,24,1.8,1.3,0.6,0.2,0.2,0.0,42,31.0,15,4,4,0,41.5,80.0,0.0,41.5,103,97,0.0,-0.2,12.9,0.1
4042,Garrett Temple,3,1,0,0,0,0,0,0,0,0,473,5.9,2.1,1.6,0.3,0.8,0.9,2796,992.0,774,138,399,405,41.1,73.3,36.1,49.5,108,101,2.3,-1.0,9.9,11.1
4043,Milos Teodosic,1,1,0,0,0,0,0,0,0,0,60,8.0,2.4,4.0,0.1,0.4,1.6,477,142.0,241,6,26,98,42.0,81.1,37.8,54.3,114,105,0.1,-1.8,11.1,1.3
4044,Ira Terrell,3,0,0,0,0,0,0,0,0,0,127,7.0,4.2,1.1,0.6,0.5,,886,533.0,144,75,63,,49.8,63.8,,,100,94,-0.1,-2.1,11.8,4.1
4045,Jared Terrell,2,1,0,0,0,0,0,0,0,0,1,4.0,1.0,1.0,1.0,2.0,1.0,4,1.0,1,1,2,1,12.5,50.0,50.0,18.8,107,45,0.0,-11.0,-3.5,-0.1
4046,Carlos Terry,2,0,0,0,0,0,0,0,0,0,94,3.0,2.4,1.3,0.3,0.6,0.0,285,227.0,124,27,54,0,43.4,67.2,0.0,43.4,99,93,0.6,0.4,10.4,1.5
4047,Chuck Terry,3,0,0,0,0,0,0,0,0,0,341,3.8,2.4,0.8,0.1,0.6,0.0,1298,818.0,262,24,151,10,41.9,77.5,32.3,42.2,103,107,-0.6,-2.5,8.5,6.4
4048,Claude Terry,3,0,0,1,0,0,0,0,0,0,349,5.5,1.4,1.3,0.0,0.4,0.2,1934,499.0,457,11,111,47,46.8,78.5,33.8,48.3,106,104,-0.6,-2.7,11.9,6.9
4049,Jason Terry,1,0,0,0,0,0,0,0,0,0,1410,13.4,2.3,3.8,0.2,1.1,1.6,18881,3274.0,5415,275,1603,2282,44.4,84.5,38.0,51.7,108,110,34.1,1.2,16.2,102.0
